Ticker,Sector
PHIN,Consumer Cyclical
FIVN,Technology
MIRM,Healthcare
TRN,Industrials
ACHC,Healthcare
TRUP,Financial Services
DV,Technology
INFA,Technology
CLVT,Technology
VYX,Technology
CPRI,Consumer Cyclical
IVT,Real Estate
SRPT,Healthcare
OSW,Consumer Cyclical
ALKT,Technology
KLIC,Technology
WLY,Communication Services
ALG,Industrials
VERX,Technology
FRME,Financial Services
PRM,Basic Materials
ADUS,Healthcare
HAYW,Industrials
POWL,Industrials
GOLF,Consumer Cyclical
BUSE,Financial Services
SEZL,Financial Services
RAMP,Technology
WKC,Energy
FL,Consumer Cyclical
VSH,Technology
STRA,Consumer Defensive
CSGS,Technology
GRBK,Consumer Cyclical
EFSC,Financial Services
DOCN,Technology
AMBA,Technology
COLM,Consumer Cyclical
AVDX,Technology
SXI,Industrials
LZB,Consumer Cyclical
SAM,Consumer Defensive
PAGS,Technology
KMT,Industrials
SKWD,Financial Services
PAYO,Technology
BRZE,Technology
CASH,Financial Services
ARWR,Healthcare
PPC,Consumer Defensive
EYE,Consumer Cyclical
UFPT,Healthcare
SHO,Real Estate
MAN,Industrials
IDYA,Healthcare
AGM,Financial Services
COTY,Consumer Defensive
NBTB,Financial Services
HUN,Basic Materials
SLVM,Basic Materials
QDEL,Healthcare
ROCK,Industrials
ADNT,Consumer Cyclical
APLS,Healthcare
SMMT,Healthcare
HP,Energy
PPBI,Financial Services
NMRK,Real Estate
OFG,Financial Services
AEO,Consumer Cyclical
HMN,Financial Services
FOLD,Healthcare
WOR,Industrials
CENTA,Consumer Defensive
JJSF,Consumer Defensive
LBTYK,Communication Services
UTI,Consumer Defensive
WERN,Industrials
PGNY,Healthcare
HE,Utilities
DNLI,Healthcare
BLX,Financial Services
APGE,Healthcare
NVCR,Healthcare
BANC,Financial Services
IIPR,Real Estate
SHOO,Consumer Cyclical
TGLS,Basic Materials
KN,Technology
FBK,Financial Services
MCY,Financial Services
PARR,Energy
SHC,Healthcare
CHCO,Financial Services
INSW,Energy
ALHC,Healthcare
BTU,Energy
MTX,Basic Materials
SUPN,Healthcare
IGT,Consumer Cyclical
STC,Financial Services
DRH,Real Estate
PRKS,Consumer Cyclical
LBTYA,Communication Services
PZZA,Consumer Cyclical
QS,Consumer Cyclical
ENOV,Healthcare
ABR,Real Estate
MSGE,Consumer Cyclical
COCO,Consumer Defensive
CWK,Real Estate
SPB,Consumer Defensive
HBI,Consumer Cyclical
NTST,Real Estate
DBRG,Financial Services
SBCF,Financial Services
ARCB,Industrials
CC,Basic Materials
CRGY,Energy
DDS,Consumer Cyclical
LNN,Industrials
DAVE,Technology
KNTK,Energy
BEAM,Healthcare
ZD,Communication Services
VSAT,Technology
DNOW,Industrials
BLBD,Industrials
DK,Energy
ICFI,Industrials
WT,Financial Services
BTSG,Healthcare
CNMD,Healthcare
HTH,Financial Services
UPWK,Communication Services
HTO,Utilities
ARI,Real Estate
GNL,Real Estate
KWR,Basic Materials
BHE,Technology
NGVT,Basic Materials
ACMR,Technology
GEF,Consumer Cyclical
TARS,Healthcare
UI,Technology
UPBD,Technology
WWW,Consumer Cyclical
INVA,Healthcare
INOD,Technology
CSTM,Basic Materials
SEM,Healthcare
JOE,Real Estate
SGRY,Healthcare
NTCT,Technology
UVV,Consumer Defensive
LMAT,Healthcare
LLYVA,Communication Services
VSCO,Consumer Cyclical
DFIN,Technology
JBGS,Real Estate
ENR,Industrials
MTRN,Basic Materials
DVAX,Healthcare
TVTX,Healthcare
NIC,Financial Services
XHR,Real Estate
PCT,Industrials
GBX,Industrials
PD,Technology
ATRC,Healthcare
AMRX,Healthcare
CUBI,Financial Services
STR,Energy
ELME,Real Estate
DHT,Energy
ARLO,Industrials
HRMY,Healthcare
CCS,Real Estate
BFA,N/A
NHC,Healthcare
OCUL,Healthcare
ALEX,Real Estate
DJT,Communication Services
ADEA,Technology
FBNC,Financial Services
HI,Industrials
NNI,Financial Services
LBRDA,Communication Services
ATEC,Healthcare
HUT,Financial Services
VRE,Real Estate
ANDE,Consumer Defensive
HCI,Financial Services
FCF,Financial Services
STEL,Financial Services
TRIP,Consumer Cyclical
RPD,Technology
MLKN,Consumer Cyclical
SNDR,Industrials
WABC,Financial Services
SGHC,Consumer Cyclical
ROG,Technology
LMB,Industrials
AMR,Basic Materials
DBD,Technology
EPC,Consumer Defensive
WINA,Consumer Cyclical
LTC,Real Estate
WMK,Consumer Defensive
IDT,Communication Services
TNC,Industrials
NWN,Utilities
LKFN,Financial Services
SPNT,Financial Services
ANIP,Healthcare
EVRI,Consumer Cyclical
CTS,Technology
AIV,Real Estate
CLDX,Healthcare
GRAL,Healthcare
GO,Consumer Defensive
GTY,Real Estate
CBRL,Consumer Cyclical
NAVI,Financial Services
KGS,Energy
MBC,Consumer Cyclical
USLM,Basic Materials
BKD,Healthcare
BHVN,Healthcare
RLJ,Real Estate
ARQT,Healthcare
RXRX,Healthcare
TNDM,Healthcare
NVEE,Industrials
CNNE,Consumer Cyclical
FLYW,Technology
LEG,Consumer Cyclical
SCL,Basic Materials
TALO,Energy
ESRT,Real Estate
CGON,Healthcare
RUN,Technology
NN,Technology
SDGR,Healthcare
JBLU,Industrials
PHR,Healthcare
TXG,Healthcare
BFC,Financial Services
FA,Industrials
KALU,Basic Materials
PEB,Real Estate
OMCL,Healthcare
QCRH,Financial Services
RSI,Consumer Cyclical
ENVX,Industrials
KNSA,Healthcare
STBA,Financial Services
SONO,Technology
MODG,Consumer Cyclical
NWBI,Financial Services
TFIN,Financial Services
CRAI,Industrials
TDOC,Healthcare
COMM,Technology
SFL,Industrials
AORT,Healthcare
AZTA,Healthcare
APPN,Technology
ARRY,Technology
HLMN,Industrials
XMTR,Industrials
VITL,Consumer Defensive
MNKD,Healthcare
UAA,Consumer Cyclical
LZ,Industrials
SG,Consumer Cyclical
ADPT,Healthcare
PRCH,Technology
MCRI,Consumer Cyclical
VECO,Technology
DHC,Real Estate
CRMD,Healthcare
VRTS,Financial Services
ACT,Financial Services
BKE,Consumer Cyclical
EIG,Financial Services
PLAY,Communication Services
CNOB,Financial Services
REYN,Consumer Cyclical
PRA,Financial Services
CERT,Healthcare
UNFI,Consumer Defensive
UA,Consumer Cyclical
ASTH,Healthcare
SOC,Energy
TPB,Consumer Defensive
AUPH,Healthcare
FDP,Consumer Defensive
LENB,N/A
PLAB,Technology
JBI,Industrials
MRC,Energy
LADR,Real Estate
EWTX,Healthcare
PGRE,Real Estate
PRG,Industrials
TNK,Energy
HOPE,Financial Services
NBHC,Financial Services
FIZZ,Consumer Defensive
PMT,Real Estate
SAFT,Financial Services
HCSG,Healthcare
MSEX,Utilities
OUST,Technology
RDFN,Real Estate
CRI,Consumer Cyclical
VBTX,Financial Services
VRNT,Technology
CSR,Real Estate
DRVN,Consumer Cyclical
TILE,Consumer Cyclical
NSSC,Industrials
COUR,Consumer Defensive
DGII,Technology
BBSI,Industrials
LC,Financial Services
PWP,Financial Services
LION,N/A
NEOG,Healthcare
NAGE,Healthcare
PCRX,Healthcare
LQDA,Healthcare
NG,Basic Materials
VRDN,Healthcare
LGIH,Consumer Cyclical
MFA,Real Estate
HLIT,Technology
TCBK,Financial Services
FUBO,Communication Services
BHLB,Financial Services
PEBO,Financial Services
WGS,Healthcare
PENG,Technology
AMSC,Industrials
ROOT,Financial Services
FOXF,Consumer Cyclical
SCSC,Technology
IMAX,Communication Services
MD,Healthcare
SPRY,Healthcare
BJRI,Consumer Cyclical
CIM,Real Estate
SPT,Technology
AMC,Communication Services
GSAT,Communication Services
PRLB,Industrials
THS,Consumer Defensive
ATEN,Technology
INMD,Healthcare
KLG,Consumer Defensive
KOS,Energy
CTLP,Technology
IRON,Healthcare
TRS,Consumer Cyclical
AAMI,Financial Services
COLL,Healthcare
SBSI,Financial Services
NEXT,Energy
CWH,Consumer Cyclical
SPHR,Communication Services
AMPH,Healthcare
ARR,Real Estate
CENX,Basic Materials
ASAN,Technology
APOG,Industrials
AESI,Energy
UMH,Real Estate
FIHL,Financial Services
USPH,Healthcare
DOLE,Consumer Defensive
SCS,Consumer Cyclical
TWO,Real Estate
ATRO,Industrials
IMKTA,Consumer Defensive
SAH,Consumer Cyclical
HLIO,Industrials
LINC,Consumer Defensive
WULF,Financial Services
NVAX,Healthcare
ELVN,Healthcare
IMVT,Healthcare
GERN,Healthcare
OCFC,Financial Services
UNIT,Real Estate
VICR,Technology
ETNB,Healthcare
AAT,Real Estate
EVH,Healthcare
CWENA,N/A
GOGO,Communication Services
PDM,Real Estate
HLX,Energy
ECPG,Financial Services
CXM,Technology
CECO,Industrials
TDUP,Consumer Cyclical
NNE,Industrials
DCOM,Financial Services
EFC,Real Estate
WGO,Consumer Cyclical
FMBH,Financial Services
XPRO,Energy
CDNA,Healthcare
BELFB,Technology
MXL,Technology
OBK,Financial Services
LILAK,Communication Services
LPG,Energy
KSS,Consumer Cyclical
GIII,Consumer Cyclical
PNTG,Healthcare
UVE,Financial Services
JAMF,Technology
AMWD,Consumer Cyclical
XPEL,Consumer Cyclical
THR,Industrials
DEA,Real Estate
GABC,Financial Services
NEO,Healthcare
SRCE,Financial Services
LOB,Financial Services
FBRT,Real Estate
ASTE,Industrials
VSTS,Industrials
SBH,Consumer Cyclical
GOGL,Industrials
AAOI,Technology
NTGR,Technology
IE,Basic Materials
PLUG,Industrials
UCTT,Technology
THRM,Consumer Cyclical
CCB,Financial Services
DYN,Healthcare
SIBN,Healthcare
CFFN,Financial Services
CBL,Real Estate
UUUU,Energy
PL,Industrials
HLF,Consumer Defensive
CNA,Financial Services
IART,Healthcare
PPTA,Basic Materials
REX,Basic Materials
OLO,Technology
AVDL,Healthcare
NPKI,Energy
CDRE,Industrials
FSLY,Technology
SHLS,Technology
VERA,Healthcare
DXPE,Industrials
NTLA,Healthcare
BBW,Consumer Cyclical
LFST,Healthcare
SAFE,Real Estate
SABR,Technology
ODC,Basic Materials
SXC,Basic Materials
BHRB,Financial Services
HG,Financial Services
NX,Industrials
BV,Industrials
CPF,Financial Services
NRIM,Financial Services
BDN,Real Estate
AMSF,Financial Services
HROW,Healthcare
RBCAA,Financial Services
PGY,Technology
REPL,Healthcare
AMN,Healthcare
DX,Real Estate
TRNS,Industrials
STAA,Healthcare
ORC,Real Estate
BZH,Consumer Cyclical
SEB,Industrials
FIP,Industrials
VTOL,Energy
HTZ,Industrials
KW,Real Estate
WTTR,Energy
GHM,Industrials
BLMN,Consumer Cyclical
UTZ,Consumer Defensive
MBWM,Financial Services
BRSP,Real Estate
DCO,Industrials
YEXT,Technology
HFWA,Financial Services
NXRT,Real Estate
CVI,Energy
UVSP,Financial Services
LIF,Technology
CARS,Communication Services
ECVT,Basic Materials
BLFS,Healthcare
TMP,Financial Services
NRIX,Healthcare
RVLV,Consumer Cyclical
TK,Energy
KFRC,Industrials
MCBS,Financial Services
ESQ,Financial Services
COHU,Technology
GBTG,Consumer Cyclical
AMPL,Technology
ARDX,Healthcare
SMBK,Financial Services
HRTG,Financial Services
PAX,Financial Services
LASR,Technology
MEG,Industrials
OSBC,Financial Services
FIGS,Consumer Cyclical
WS,Basic Materials
MDXG,Healthcare
BLND,Technology
AGS,Consumer Cyclical
SPNS,Technology
HAFC,Financial Services
WSR,Real Estate
CMCL,Basic Materials
PRAX,Healthcare
ORRF,Financial Services
PLYM,Real Estate
DAKT,Technology
TFSL,Financial Services
NVRI,Industrials
IAS,Communication Services
CNXN,Technology
SEI,Energy
CTBI,Financial Services
EVER,Communication Services
HTB,Financial Services
HSII,Industrials
HSTM,Healthcare
HONE,Financial Services
EVLV,Industrials
CMPR,Industrials
SNDX,Healthcare
QNST,Communication Services
OXM,Consumer Cyclical
ALGT,Industrials
DEC,Energy
NVTS,Technology
SENEA,Consumer Defensive
BBAI,Technology
SHEN,Communication Services
HIPO,Financial Services
ASIX,Basic Materials
AVBP,Healthcare
HCKT,Technology
TROX,Basic Materials
RYI,Industrials
RDUS,Basic Materials
BY,Financial Services
FARO,Technology
ERII,Industrials
XRX,Technology
MRTN,Industrials
PFBC,Financial Services
MMI,Real Estate
CABO,Communication Services
BYRN,Industrials
BASE,Technology
COGT,Healthcare
BRKL,Financial Services
TSHA,Healthcare
FLNG,Energy
ZYME,Healthcare
RWT,Real Estate
UTL,Utilities
RC,Real Estate
CSV,Consumer Cyclical
ETWO,Technology
GLDD,Industrials
AVXL,Healthcare
CIFR,Financial Services
CMP,Basic Materials
AMBP,Consumer Cyclical
LENZ,Healthcare
CMRE,Industrials
IIIN,Industrials
DFH,Consumer Cyclical
MTAL,Basic Materials
CVLG,Industrials
AHCO,Healthcare
UFCS,Financial Services
CCRN,Healthcare
LXU,Basic Materials
RUSHB,Consumer Cyclical
OSPN,Technology
PRO,Technology
ANAB,Healthcare
GRC,Industrials
CCBG,Financial Services
NBBK,Financial Services
WLFC,Industrials
ABUS,Healthcare
TRML,Healthcare
ZVRA,Healthcare
MATW,Industrials
ARIS,Utilities
HELE,Consumer Defensive
MOFG,Financial Services
IBTA,Technology
ETD,Consumer Cyclical
NYMT,Real Estate
FCBC,Financial Services
HNRG,Energy
AGL,Healthcare
BCML,Financial Services
STKL,Consumer Defensive
MBIN,Financial Services
SWBI,Industrials
TBPH,Healthcare
INVX,Energy
IRMD,Healthcare
MBUU,Consumer Cyclical
SPTN,Consumer Defensive
OEC,Basic Materials
TRST,Financial Services
KOP,Basic Materials
FWRD,Industrials
AKBA,Healthcare
DLX,Industrials
ANGI,Communication Services
GLRE,Financial Services
ORIC,Healthcare
TTI,Industrials
MCB,Financial Services
BOW,Financial Services
NECB,Financial Services
IBCP,Financial Services
EMBC,Healthcare
IIIV,Technology
DJCO,Technology
WRLD,Financial Services
VMEO,Technology
LQDT,Consumer Cyclical
EBTC,Financial Services
NWPX,Basic Materials
TIPT,Financial Services
CLB,Energy
ALT,Healthcare
SBGI,Communication Services
AOSL,Technology
PAYS,Technology
SMP,Consumer Cyclical
PLOW,Consumer Cyclical
RGR,Industrials
FBIZ,Financial Services
EQBK,Financial Services
VTLE,Energy
UDMY,Consumer Defensive
CTRI,Utilities
HTBK,Financial Services
APPS,Technology
PFIS,Financial Services
HBNC,Financial Services
UNTY,Financial Services
BBUC,Financial Services
PDFS,Technology
GCMG,Financial Services
BXC,Industrials
BFST,Financial Services
AMAL,Financial Services
JANX,Healthcare
GDEN,Consumer Cyclical
CMPO,Industrials
VTS,Energy
GRND,Technology
ODP,Consumer Cyclical
MPB,Financial Services
VVX,Industrials
AIOT,Technology
KREF,Real Estate
SITC,Real Estate
FG,Financial Services
BATRA,Communication Services
LYTS,Technology
AVNS,Healthcare
STGW,Communication Services
ACEL,Consumer Cyclical
NAT,Energy
ADTN,Technology
TALK,Healthcare
INGM,Technology
GSBC,Financial Services
VEL,Financial Services
FULC,Healthcare
EXPI,Real Estate
OMI,Healthcare
MTUS,Basic Materials
NFBK,Financial Services
CAC,Financial Services
HBCP,Financial Services
UHAL,Industrials
NGVC,Consumer Defensive
EE,Energy
MYE,Consumer Cyclical
NABL,Technology
CASS,Industrials
ADCT,Healthcare
GOOD,Real Estate
THFF,Financial Services
HOV,Consumer Cyclical
PRAA,Financial Services
INN,Real Estate
CAL,Consumer Cyclical
PLSE,Healthcare
ASC,Industrials
URGN,Healthcare
BORR,Energy
BHB,Financial Services
CARE,Financial Services
CWCO,Utilities
VERV,Healthcare
SYRE,Healthcare
FMNB,Financial Services
TRC,Industrials
URG,Energy
CPS,Consumer Cyclical
PACS,Healthcare
FRPH,Real Estate
PLPC,Industrials
PHLT,Healthcare
MNMD,Healthcare
FRBA,Financial Services
PRSU,Consumer Cyclical
HZO,Consumer Cyclical
GDOT,Financial Services
CGEM,Healthcare
CLFD,Technology
IBRX,Healthcare
LIND,Consumer Cyclical
CYH,Healthcare
ILPT,Real Estate
REAL,Consumer Cyclical
SCHL,Communication Services
UHT,Real Estate
WVE,Healthcare
TREE,Financial Services
EHAB,Healthcare
MLR,Consumer Cyclical
SANA,Healthcare
SMBC,Financial Services
DGICA,Financial Services
CIVB,Financial Services
EGBN,Financial Services
GDYN,Technology
PUMP,Energy
WNC,Industrials
GEFB,N/A
SNCY,Industrials
ACNB,Financial Services
AVO,Consumer Defensive
UWMC,Financial Services
METC,Basic Materials
AXL,Consumer Cyclical
CODI,Industrials
ONIT,Financial Services
PGC,Financial Services
IOVA,Healthcare
CWBC,Financial Services
OPK,Healthcare
OIS,Energy
GRNT,Energy
GNTY,Financial Services
FTRE,Healthcare
ITIC,Financial Services
ICHR,Technology
FOR,Real Estate
MLAB,Technology
NCMI,Communication Services
PRTH,Technology
AMTB,Financial Services
BCAL,Financial Services
AMRC,Industrials
PUBM,Technology
ALX,Real Estate
CCSI,Technology
SPOK,Healthcare
AROW,Financial Services
XNCR,Healthcare
MCS,Communication Services
GNK,Industrials
MBCN,Financial Services
RIGL,Healthcare
SAGE,Healthcare
MCW,Consumer Cyclical
NLOP,Real Estate
JBSS,Consumer Defensive
SPFI,Financial Services
CTO,Real Estate
AIP,Technology
BMBL,Communication Services
DIN,Consumer Cyclical
FSBW,Financial Services
BWB,Financial Services
OCGN,Healthcare
ACIC,Financial Services
PTLO,Consumer Cyclical
IMNM,Healthcare
WLDN,Industrials
ALNT,Technology
EBF,Industrials
SD,Energy
BAND,Technology
CLW,Basic Materials
HBT,Financial Services
MGPI,Consumer Defensive
TRTX,Real Estate
ARHS,Consumer Cyclical
OBT,Financial Services
MNRO,Consumer Cyclical
CLBK,Financial Services
PLTK,Communication Services
KRUS,Consumer Cyclical
FPI,Real Estate
KELYA,Industrials
CEVA,Technology
RRBI,Financial Services
DAWN,Healthcare
LOCO,Consumer Cyclical
KODK,Industrials
RDVT,Technology
ALRS,Financial Services
SSTK,Communication Services
MVBF,Financial Services
PBPB,Consumer Cyclical
MYGN,Healthcare
OLP,Real Estate
TSBK,Financial Services
RICK,Consumer Cyclical
LUNR,Industrials
AQST,Healthcare
FISI,Financial Services
MTSR,Healthcare
KE,Industrials
XERS,Healthcare
HPP,Real Estate
GCT,Technology
SRDX,Healthcare
CVGW,Consumer Defensive
HOUS,Real Estate
TBCH,Technology
ACTG,Industrials
RXST,Healthcare
CCNE,Financial Services
DNTH,Healthcare
LMNR,Consumer Defensive
WSBF,Financial Services
MGTX,Healthcare
WEAV,Healthcare
BFS,Real Estate
CNDT,Technology
IPI,Basic Materials
EGY,Energy
SEMR,Technology
AMRK,Financial Services
TITN,Industrials
LSEA,Real Estate
EVCM,Technology
USNA,Consumer Defensive
SVC,Real Estate
EOLS,Healthcare
ZIP,Communication Services
CZNC,Financial Services
SCVL,Consumer Cyclical
WTBA,Financial Services
RES,Energy
ARCT,Healthcare
SHYF,Industrials
CCO,Communication Services
ARVN,Healthcare
GIC,Industrials
SFST,Financial Services
YORW,Utilities
EU,Energy
REFI,Real Estate
FLGT,Healthcare
DSGR,Industrials
FSBC,Financial Services
NBN,Financial Services
FMAO,Financial Services
ANGO,Healthcare
VIR,Healthcare
MITK,Technology
JMSB,Financial Services
INDI,Technology
RCUS,Healthcare
AHH,Real Estate
HY,Industrials
HTLD,Industrials
HIFS,Financial Services
MTW,Industrials
KURA,Healthcare
TWI,Industrials
MSBI,Financial Services
ORGO,Healthcare
DSP,Technology
CSTL,Healthcare
AXGN,Healthcare
PHAT,Healthcare
REAX,Real Estate
UPB,Healthcare
GNE,Utilities
EYPT,Healthcare
SFIX,Consumer Cyclical
SLQT,Financial Services
TG,Industrials
SHBI,Financial Services
FRST,Financial Services
FDBC,Financial Services
WASH,Financial Services
MLNK,Technology
BMRC,Financial Services
CHCT,Real Estate
FFIC,Financial Services
FC,Consumer Defensive
BIGC,Technology
FWRG,Consumer Cyclical
PARAA,Communication Services
KRNY,Financial Services
CRMT,Consumer Cyclical
ABSI,Healthcare
RPAY,Technology
XPER,Technology
CMCO,Industrials
PKST,Real Estate
CELC,Healthcare
ASPN,Industrials
LAND,Real Estate
RM,Financial Services
INBK,Financial Services
MCFT,Consumer Cyclical
IMXI,Technology
OFIX,Healthcare
BVS,Healthcare
CRSR,Technology
ACCO,Industrials
KROS,Healthcare
PSFE,Technology
DHIL,Financial Services
INZY,Healthcare
ERAS,Healthcare
REPX,Energy
JACK,Consumer Cyclical
HVT,Consumer Cyclical
PGEN,Healthcare
RBBN,Technology
CLDT,Real Estate
AMBC,Financial Services
BLDE,Industrials
NUS,Consumer Defensive
PAHC,Healthcare
CENT,Consumer Defensive
GTN,Communication Services
PACB,Healthcare
LAB,Healthcare
BWMN,Industrials
HDSN,Basic Materials
GCI,Communication Services
FNLC,Financial Services
EVGO,Consumer Cyclical
MATV,Basic Materials
STOK,Healthcare
OOMA,Technology
CAPR,Healthcare
ARKO,Consumer Cyclical
BCAX,Healthcare
ATEX,Communication Services
NVEC,Technology
PX,Financial Services
CTKB,Healthcare
ULH,Industrials
FLNC,Utilities
SVRA,Healthcare
PKE,Industrials
DOMO,Technology
LXFR,Industrials
MEI,Technology
KLC,Consumer Defensive
THRY,Communication Services
OPEN,Real Estate
SKYT,Technology
MLYS,Healthcare
VPG,Technology
CLNE,Energy
CRCT,Technology
NUVB,Healthcare
CRNC,Technology
CLMB,Technology
PANL,Industrials
ONTF,Technology
RMNI,Technology
CTOS,Industrials
RGNX,Healthcare
AVNW,Technology
KALV,Healthcare
NGNE,Healthcare
SIGA,Healthcare
JELD,Industrials
AEHR,Technology
WTI,Energy
QTRX,Healthcare
BLFY,Financial Services
ZEUS,Basic Materials
HYLN,Consumer Cyclical
ACDC,Energy
RBB,Financial Services
MAX,Communication Services
CZFS,Financial Services
CMPX,Healthcare
VMD,Healthcare
UIS,Technology
ZIMV,Healthcare
SLDP,Consumer Cyclical
SLP,Healthcare
BRY,Energy
VREX,Healthcare
CMTG,Real Estate
NBR,Energy
NNOX,Healthcare
GMRE,Real Estate
DENN,Consumer Cyclical
CIO,Real Estate
TCMD,Healthcare
JAKK,Consumer Cyclical
BGS,Consumer Defensive
EAF,Industrials
EPM,Energy
TBI,Industrials
ESPR,Healthcare
HNST,Consumer Defensive
SEPN,Healthcare
SVV,Consumer Cyclical
BYON,Consumer Cyclical
BOC,Industrials
LOVE,Consumer Cyclical
NEWT,Financial Services
GETY,Communication Services
RLAY,Healthcare
VNDA,Healthcare
RMR,Real Estate
GCO,Consumer Cyclical
DMRC,Technology
TH,Industrials
OPRX,Healthcare
CMT,Basic Materials
CYRX,Industrials
INR,Energy
ITOS,Healthcare
LILA,Communication Services
IVR,Real Estate
ANIK,Healthcare
ATXS,Healthcare
ZUMZ,Consumer Cyclical
MOV,Consumer Cyclical
OMER,Healthcare
RYAM,Basic Materials
BBNX,Healthcare
MASS,Healthcare
KIND,Communication Services
MBI,Financial Services
PACK,Consumer Cyclical
NRDS,Communication Services
NRC,Healthcare
WEST,Consumer Defensive
GLUE,Healthcare
QSI,Healthcare
BTBT,Financial Services
UTMD,Healthcare
TYRA,Healthcare
PRTA,Healthcare
TNGX,Healthcare
TRUE,Communication Services
FFWM,Financial Services
OSUR,Healthcare
DNUT,Consumer Defensive
MRVI,Healthcare
CHPT,Consumer Cyclical
HMST,Financial Services
ADV,Communication Services
WOW,Communication Services
THRD,Healthcare
PSTL,Real Estate
AVIR,Healthcare
TMCI,Healthcare
RGP,Industrials
BHR,Real Estate
BSRR,Financial Services
LPRO,Financial Services
HRTX,Healthcare
WOOF,Consumer Cyclical
KIDS,Healthcare
HUMA,Healthcare
TCX,Technology
GPRE,Basic Materials
FLWS,Consumer Cyclical
STRZ,Communication Services
ALTG,Industrials
ACRE,Real Estate
ANNX,Healthcare
FRGE,Financial Services
EVC,Communication Services
EGHT,Technology
CERS,Healthcare
MVIS,Technology
TRDA,Healthcare
SB,Industrials
HOFT,Consumer Cyclical
RCKT,Healthcare
MXCT,Healthcare
AURA,Healthcare
IHRT,Communication Services
TTGT,Technology
INSE,Consumer Cyclical
BOOM,Industrials
FDMT,Healthcare
CATX,Healthcare
CRGX,Healthcare
POWW,Industrials
BYND,Consumer Defensive
OLPX,Consumer Cyclical
KOD,Healthcare
EB,Communication Services
ATNI,Communication Services
SEG,Real Estate
JRVR,Financial Services
OLMA,Healthcare
DDD,Technology
AMCX,Communication Services
CHGG,Consumer Defensive
LRMR,Healthcare
AMPY,Energy
ALDX,Healthcare
ONEW,Consumer Cyclical
EDIT,Healthcare
HCAT,Healthcare
BCBP,Financial Services
TERN,Healthcare
MED,Consumer Cyclical
SSTI,Technology
SCPH,Healthcare
SRI,Consumer Cyclical
REI,Energy
ASLE,Industrials
SEAT,Communication Services
RMAX,Real Estate
JOUT,Consumer Cyclical
NXDT,Real Estate
SNBR,Consumer Cyclical
SES,Consumer Cyclical
YMAB,Healthcare
MNTK,Basic Materials
MYPS,Communication Services
DH,Healthcare
LAW,Technology
DCGO,Healthcare
NFE,Energy
SSP,Communication Services
KRRO,Healthcare
DBI,Consumer Cyclical
LWLG,Basic Materials
IMMR,Technology
HAIN,Consumer Defensive
GPMT,Real Estate
CDXS,Healthcare
XPOF,Consumer Cyclical
ARAY,Healthcare
IAUX,Basic Materials
RCEL,Healthcare
EWCZ,Consumer Defensive
FNKO,Consumer Cyclical
ENTA,Healthcare
AVD,Basic Materials
SMRT,Technology
SKIN,Consumer Defensive
OFLX,Industrials
FORR,Industrials
CBAN,Financial Services
DSGN,Healthcare
CMDB,Industrials
TCBX,Financial Services
NRGV,Utilities
GRWG,Consumer Cyclical
ALLO,Healthcare
ULCC,Industrials
TCRX,Healthcare
RHLD,Industrials
CCCC,Healthcare
INGN,Healthcare
ASUR,Technology
OABI,Healthcare
INBX,Healthcare
VTYX,Healthcare
PLL,Basic Materials
AFCG,Real Estate
CVRX,Healthcare
VYGR,Healthcare
INO,Healthcare
ONL,Real Estate
GPRO,Technology
IRWD,Healthcare
WOLF,Technology
WALD,Consumer Defensive
LXRX,Healthcare
CRBP,Healthcare
TTEC,Technology
FATE,Healthcare
MGNX,Healthcare
IRBT,Consumer Cyclical
CRBU,Healthcare
SUNS,Real Estate
ALEC,Healthcare
CDLX,Communication Services
LUNG,Healthcare
ZNTL,Healthcare
PLRX,Healthcare
LYEL,Healthcare
LESL,Consumer Cyclical
BRCC,Consumer Defensive
FCEL,Industrials
SAVA,Healthcare
ZYXI,Healthcare
STRO,Healthcare
STHO,Real Estate
STEM,Utilities
PRME,Healthcare
NMRA,Healthcare
CABA,Healthcare
RILY,Financial Services
CVGI,Consumer Cyclical
ALMS,Healthcare
DXLG,Consumer Cyclical
NKTX,Healthcare
AGEN,Healthcare
CHRS,Healthcare
LAZR,Consumer Cyclical
TPIC,Industrials
PEPG,Healthcare
HLVX,Healthcare
APLT,Healthcare
MODV,Healthcare
PROK,Healthcare
INH,N/A
TNYA,Healthcare
BLNK,Industrials
TEAD,Communication Services
SPCE,Industrials
BMEA,Healthcare
GBIO,Healthcare
MRSN,Healthcare
OTLK,Healthcare
IPSC,Healthcare
IGMS,Healthcare
ALXO,Healthcare
QTTB,Healthcare
RAPT,Healthcare
XFOR,Healthcare
SCLX,Healthcare
ADRO,N/A
METCB,Basic Materials
JBIO,Healthcare
-,N/A
P5N994,N/A
PBI,Industrials
GTXI,N/A
WLLBW,N/A
RTYU5,N/A
ESU5,N/A
MARGIN_USD,N/A
USD,N/A
